Àrea territorial codi,Àrea territorial,Comarca codi,Comarca,Municipi codi,Municipi,Districte codi,Naturalesa,Estudis,Nivell,Sexe,Resultat de l'avaluació,Nombre d'avaluats
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,6
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,9
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,18
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,7
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,15
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,22
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,3
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,5
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Certificats sense graduar (4rt ESO),2
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,35
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,0
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,4
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),3
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,33
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,08,BAIX CAMP,43129,RIUDOMS,4312900,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,4
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,22
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,3
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,16
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,23
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,7
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,9
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,28
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,1
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,15
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,30
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,6
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,11
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,24
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,6
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,6
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,15
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,20
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,8
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,8
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,36
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,7
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,25
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,6
0143,TARRAGONA,08,BAIX CAMP,43145,LA SELVA DEL CAMP,4314500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,9
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,10
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,33
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,1
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,2
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,16
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,21
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,3
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,9
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,34
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,12
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,25
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,3
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,8
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,22
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,2
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,2
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,13
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,21
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,5
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,1
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,25
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,1
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,22
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,8
0143,TARRAGONA,08,BAIX CAMP,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT,4316200,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,1
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,33
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,0
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,38
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,1
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,33
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,8
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,29
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,5
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,1
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,6
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,30
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,7
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,21
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,12
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,29
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,6
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,34
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,5
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,19
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,39
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,31
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,30
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,8
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,10
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,19
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,36
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,3
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,21
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,23
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,12
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,10
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,19
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,26
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,8
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,27
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,26
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,4
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,7
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,45
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,13
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),2
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,33
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,20
0143,TARRAGONA,12,BAIX PENEDÈS,43016,L'ARBOÇ,4301600,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,3
